2022-05-11 20:23:39,605  This is exactly where your fucking function starts! 
2022-05-11 20:23:50,033  This is exactly where your fucking function starts! 
2022-05-11 20:24:46,595  This is exactly where your fucking function starts! 
2022-05-11 20:24:52,298  This is exactly where your fucking function starts! 
2022-05-11 20:25:07,407  This is exactly where your fucking function starts! 
2022-05-11 20:26:21,771 4
2022-05-11 20:26:21,772 56
2022-05-11 20:26:21,773 768
2022-05-11 20:26:21,773 232
2022-05-11 20:26:21,774 804
2022-05-11 20:26:21,774 342
2022-05-11 20:26:21,774  This is exactly where your fucking function starts! 
2022-05-11 20:26:27,243 4
2022-05-11 20:26:27,244 56
2022-05-11 20:26:27,244 768
2022-05-11 20:26:27,245 232
2022-05-11 20:26:27,245 804
2022-05-11 20:26:27,245 342
2022-05-11 20:26:27,246  This is exactly where your fucking function starts! 
2022-05-11 20:27:04,347  This is exactly where your fucking function starts! 
2022-05-11 20:27:04,348 4
2022-05-11 20:27:04,348 56
2022-05-11 20:27:04,348 768
2022-05-11 20:27:04,348 232
2022-05-11 20:27:04,349 804
2022-05-11 20:27:04,349 342
2022-05-11 20:28:07,812  This is exactly where your fucking function starts! 
2022-05-11 20:28:07,813 4
2022-05-11 20:28:07,813 56
2022-05-11 20:28:07,813 768
2022-05-11 20:28:07,814 232
2022-05-11 20:28:07,814 804
2022-05-11 20:28:07,814 342
2022-05-11 20:28:19,564  This is exactly where your fucking function starts! 
2022-05-11 20:28:19,565 4
2022-05-11 20:28:19,565 56
2022-05-11 20:28:19,566 768
2022-05-11 20:28:19,566 232
2022-05-11 20:28:19,568 804
2022-05-11 20:28:19,568 342
2022-05-11 20:29:47,942  This is exactly where your fucking function starts! 
2022-05-11 20:29:47,943 4
2022-05-11 20:29:47,944 56
2022-05-11 20:29:47,944 768
2022-05-11 20:29:47,944 232
2022-05-11 20:29:47,944 804
2022-05-11 20:29:47,944 342
2022-05-11 20:29:47,945 This should be the return value of this function.2206
2022-05-11 20:30:16,117  This is exactly where your fucking function starts! 
2022-05-11 20:30:16,118 400
2022-05-11 20:30:16,119 56.89
2022-05-11 20:30:16,119 (768+9j)
2022-05-11 20:30:16,120 232.467456
2022-05-11 20:30:16,120 80400
2022-05-11 20:30:16,120 342456
2022-05-11 20:30:16,120 This should be the return value of this function.(424313.357456+9j)
2022-05-11 20:30:54,197  This is exactly where your fucking function starts! 
2022-05-11 20:30:54,198 400
2022-05-11 20:30:54,198 56.89
2022-05-11 20:30:54,199 (768+9j)
2022-05-11 20:30:54,199 232.467456
2022-05-11 20:30:54,199 80400
2022-05-11 20:30:54,200 342456
2022-05-11 20:30:54,200 This should be the return value of this function: (424313.357456+9j)
2022-05-11 20:31:22,332  This is exactly where your fucking function starts! 
2022-05-11 20:31:22,333 400
2022-05-11 20:31:22,333 56.89
2022-05-11 20:31:22,334 (768+9j)
2022-05-11 20:31:22,334 232.467456
2022-05-11 20:31:22,334 80400
2022-05-11 20:31:22,335 342456
2022-05-11 20:31:22,335 This should be the return value of this function: (424313.357456+9j)
2022-05-11 21:36:38,811 first test code for log!!
2022-05-11 21:39:22,573 Fuck Y'all!
2022-05-11 21:40:00,357 Fuck Y'all.
2022-05-11 21:40:25,925 Fuck Y'all.
2022-05-11 21:40:50,013 Fuck Y'all.
2022-05-11 21:40:50,016 Info for logger 2!
2022-05-12 10:24:32,004  This is exactly where your fucking function starts! 
2022-05-12 10:24:32,006 400
2022-05-12 10:24:32,007 56.89
2022-05-12 10:24:32,007 (768+9j)
2022-05-12 10:24:32,007 232.467456
2022-05-12 10:24:32,007 80400
2022-05-12 10:24:32,007 342456
2022-05-12 10:24:32,007 This should be the return value of this function: (424313.357456+9j)
2022-05-12 10:26:47,260 first test code for log!!
2022-05-12 10:29:05,677 Fuck Y'all.
2022-05-12 10:29:05,679 Info for logger 2!
2022-05-12 12:36:48,468 First code, perhaps!
